"","comorbid_condition","concept_id","concept_code","concept_name","vocabulary"
"1077","Peptic ulcer disease",4231580,"89748001","Acute gastric ulcer with hemorrhage","SNOMED CT"
"1078","Peptic ulcer disease",4232181,"89469000","Chronic duodenal ulcer with hemorrhage","SNOMED CT"
"1079","Congestive heart failure",4233424,"359617009","Acute right-sided heart failure","SNOMED CT"
"1080","Chronic pulmonary disease",4236624,"90623003","Aluminosis of lung","SNOMED CT"
"1081","Moderate or severe liver disease",4237824,"91109007","Gastric varices","SNOMED CT"
"1082","Mild liver disease",4238978,"57339008","Chronic lobular hepatitis","SNOMED CT"
"1083","Mild liver disease",4240725,"58008004","Peliosis hepatis","SNOMED CT"
"1084","Congestive heart failure",4242669,"92506005","Biventricular congestive heart failure","SNOMED CT"
"1085","Malignancy, except skin neoplasms",4244051,"93215006","Malignant melanoma of skin of breast","SNOMED CT"
"1086","Malignancy, except skin neoplasms",4244488,"93643005","Malignant melanoma of skin of nose","SNOMED CT"
"1087","Malignancy, except skin neoplasms",4245460,"93151007","Hairy cell leukemia of spleen","SNOMED CT"
"1088","Malignancy, except skin neoplasms",4245916,"93200005","Malignant mast cell tumor of intra-abdominal lymph nodes","SNOMED CT"
"1089","Moderate or severe liver disease",4245975,"59927004","Hepatic failure","SNOMED CT"
"1090","Malignancy, except skin neoplasms",4246029,"93743001","Primary malignant neoplasm of cauda equina","SNOMED CT"
"1091","Malignancy, except skin neoplasms",4246125,"93854002","Primary malignant neoplasm of large intestine","SNOMED CT"
"1092","Malignancy, except skin neoplasms",4246127,"93870000","Malignant neoplasm of liver","SNOMED CT"
"1093","Malignancy, except skin neoplasms",4246137,"93931007","Primary malignant neoplasm of optic nerve","SNOMED CT"
"1094","Malignancy, except skin neoplasms",4246802,"93723007","Primary malignant neoplasm of bone of skull","SNOMED CT"
"1095","Malignancy, except skin neoplasms",4246808,"93756008","Primary malignant neoplasm of ciliary body (primary)","SNOMED CT"
"1096","Peptic ulcer disease",4247008,"61300005","Chronic peptic ulcer with hemorrhage AND perforation","SNOMED CT"
"1097","Malignancy, except skin neoplasms",4247238,"93781006","Primary malignant neoplasm of endometrium","SNOMED CT"
"1098","Malignancy, except skin neoplasms",4247331,"93841009","Primary malignant neoplasm of intrathoracic organs","SNOMED CT"
"1099","Malignancy, except skin neoplasms",4247336,"93894000","Primary malignant neoplasm of middle ear","SNOMED CT"
"1100","Malignancy, except skin neoplasms",4247358,"94059000","Primary malignant neoplasm of soft tissues of pelvis","SNOMED CT"
"1101","Malignancy, except skin neoplasms",4247719,"93683002","Primary malignant neoplasm of ascending colon","SNOMED CT"
"1102","Malignancy, except skin neoplasms",4247822,"93744007","Primary malignant neoplasm of central nervous system","SNOMED CT"
"1103","Malignancy, except skin neoplasms",4247836,"93883004","Primary malignant neoplasm of major salivary gland","SNOMED CT"
"1104","Malignancy, except skin neoplasms",4247842,"93915004","Primary malignant neoplasm of myometrium","SNOMED CT"
"1105","Peptic ulcer disease",4248429,"73481001","Gastric ulcer without hemorrhage AND without perforation","SNOMED CT"
"1106","Chronic pulmonary disease",4249010,"73144008","Pneumoconiosis caused by talc","SNOMED CT"
"1107","Chronic pulmonary disease",4250128,"407674008","Aspirin-induced asthma","SNOMED CT"
"1108","Peripheral vascular disease",4256889,"408666009","Dissection of abdominal aorta","SNOMED CT"
"1109","AIDS/HIV",4262297,"397763006","Human immunodeficiency virus encephalopathy","SNOMED CT"
"1110","Malignancy, except skin neoplasms",4264693,"397009000","Mast cell malignancy","SNOMED CT"
"1111","Peptic ulcer disease",4265479,"61347001","Acute duodenal ulcer with perforation","SNOMED CT"
"1112","Peptic ulcer disease",4265600,"397825006","Gastric ulcer","SNOMED CT"
"1113","Chronic pulmonary disease",4266525,"62371005","Pulmonary siderosis","SNOMED CT"
"1114","Diabetes, with chronic complications",4266637,"399873008","Severe nonproliferative retinopathy without macular edema due to diabetes mellitus","SNOMED CT"
"1115","Mild liver disease",4267417,"62484002","Hepatic fibrosis","SNOMED CT"
"1116","Myocardial infarction",4270024,"401314000","Acute non-ST segment elevation myocardial infarction","SNOMED CT"
"1117","Rheumatic disease",4271003,"400054000","Rheumatoid vasculitis","SNOMED CT"
"1118","Cerebrovascular disease",4273526,"64775002","Vertebral artery thrombosis","SNOMED CT"
"1119","Congestive heart failure",4273632,"367363000","Right ventricular failure","SNOMED CT"
"1120","Peptic ulcer disease",4274491,"63954007","Acute gastrojejunal ulcer with hemorrhage","SNOMED CT"
"1121","Cerebrovascular disease",4274969,"65084004","Vertebral artery embolism","SNOMED CT"
"1122","Moderate or severe liver disease",4277276,"65617004","Veno-occlusive disease of the liver","SNOMED CT"
"1123","Peptic ulcer disease",4280942,"66636001","Acute gastrojejunal ulcer with perforation","SNOMED CT"
"1124","Rheumatic disease",4285717,"68815009","SLE glomerulonephritis syndrome","SNOMED CT"
"1125","Chronic pulmonary disease",4286497,"68328006","Centriacinar emphysema","SNOMED CT"
"1126","Cerebrovascular disease",4288310,"69798007","Carotid artery obstruction","SNOMED CT"
"1127","Malignancy, except skin neoplasms",4288751,"68979007","Heavy chain disease","SNOMED CT"
"1128","Peptic ulcer disease",4289830,"36975000","Chronic duodenal ulcer with hemorrhage AND perforation","SNOMED CT"
"1129","Diabetes, with chronic complications",4290822,"399872003","Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus","SNOMED CT"
"1130","Rheumatic disease",4290976,"400130008","Temporal arteritis","SNOMED CT"
"1131","Peptic ulcer disease",4291028,"37442009","Peptic ulcer without hemorrhage AND without perforation","SNOMED CT"
"1132","Peptic ulcer disease",4294973,"76181002","Chronic gastric ulcer with hemorrhage and with perforation","SNOMED CT"
"1133","Peptic ulcer disease",4296611,"76796008","Chronic gastric ulcer without hemorrhage AND without perforation","SNOMED CT"
"1134","Myocardial infarction",4296653,"401303003","Acute ST segment elevation myocardial infarction","SNOMED CT"
"1135","Malignancy, except skin neoplasms",4297355,"404136008","Aggressive NK-cell leukemia involving skin","SNOMED CT"
"1136","Renal disease",4298809,"7724006","Nephritic syndrome","SNOMED CT"
"1137","Malignancy, except skin neoplasms",4299149,"404134006","Anaplastic large T-cell systemic malignant lymphoma","SNOMED CT"
"1138","Malignancy, except skin neoplasms",4300704,"404148006","Diffuse large B-cell lymphoma (nodal/systemic with skin involvement)","SNOMED CT"
"1139","Malignancy, except skin neoplasms",4301668,"404143002","Primary cutaneous follicular center B-cell lymphoma","SNOMED CT"
"1140","Chronic pulmonary disease",4302900,"78723001","Cannabinosis","SNOMED CT"
"1141","Malignancy, except skin neoplasms",4307721,"422736007","Primary malignant neoplasm of peripheral nerve","SNOMED CT"
"1142","Malignancy, except skin neoplasms",4308811,"387837005","Neoplasm of soft tissue","SNOMED CT"
"1143","Mild liver disease",4308946,"424340000","Hepatic coma due to chronic hepatitis B","SNOMED CT"
"1144","Cerebrovascular disease",4311124,"86003009","Carotid artery thrombosis","SNOMED CT"
"1145","Malignancy, except skin neoplasms",4311480,"93832004","Primary malignant neoplasm of ileum","SNOMED CT"
"1146","Malignancy, except skin neoplasms",4311499,"93986008","Primary malignant neoplasm of respiratory tract","SNOMED CT"
"1147","Chronic pulmonary disease",4311814,"85761009","Byssinosis","SNOMED CT"
"1148","Malignancy, except skin neoplasms",4312691,"94077005","Primary malignant neoplasm of submaxillary gland","SNOMED CT"
"1149","Malignancy, except skin neoplasms",4312698,"94111002","Primary malignant neoplasm of trunk","SNOMED CT"
"1150","Malignancy, except skin neoplasms",4313056,"423195009","Primary malignant neoplasm of lacrimal drainage system","SNOMED CT"
"1151","Dementia",4314734,"425390006","Dementia associated with Parkinson's Disease","SNOMED CT"
"1152","Peripheral vascular disease",4316222,"95443002","Venous intermittent claudication","SNOMED CT"
"1153","Cerebrovascular disease",4319328,"95454007","Brain stem hemorrhage","SNOMED CT"
"1154","Chronic pulmonary disease",4322799,"71193007","Fibrosis of lung caused by radiation","SNOMED CT"
"1155","Peripheral vascular disease",4325344,"428171009","Peripheral vascular disease with rest pain","SNOMED CT"
"1156","Diabetes, without chronic complications",4327944,"75524006","Malnutrition related diabetes mellitus","SNOMED CT"
"1157","Chronic pulmonary disease",4328679,"430476004","Diffuse panbronchiolitis","SNOMED CT"
"1158","Myocardial infarction",4329847,"22298006","Myocardial infarction","SNOMED CT"
"1159","Peripheral vascular disease",4332246,"432119003","Aneurysm","SNOMED CT"
"1160","Malignancy, except skin neoplasms",4334322,"430621000","Malignant neoplasm of lower respiratory tract","SNOMED CT"
"1161","Peptic ulcer disease",4336230,"86895006","Acute duodenal ulcer with hemorrhage AND perforation","SNOMED CT"
"1162","Mild liver disease",4337543,"87248009","Hepatic necrosis","SNOMED CT"
"1163","Cerebrovascular disease",4338227,"88174006","Basilar artery thrombosis","SNOMED CT"
"1164","Cerebrovascular disease",4338523,"88032003","Amaurosis fugax","SNOMED CT"
"1165","Diabetes, with chronic complications",4338901,"232023006","Traction detachment of retina due to diabetes mellitus","SNOMED CT"
"1166","Mild liver disease",4340383,"235875008","Alcoholic hepatitis","SNOMED CT"
"1167","Mild liver disease",4340385,"235880004","Alcoholic fibrosis and sclerosis of liver","SNOMED CT"
"1168","Moderate or severe liver disease",4340386,"235881000","Alcoholic hepatic failure","SNOMED CT"
"1169","Moderate or severe liver disease",4340390,"235886005","Chronic hepatic failure","SNOMED CT"
"1170","Mild liver disease",4340394,"235899008","Hepatic sclerosis","SNOMED CT"
"1171","Mild liver disease",4340948,"235901004","Hepatic fibrosis with hepatic sclerosis","SNOMED CT"
"1172","Rheumatic disease",4343935,"239938009","Giant cell arteritis with polymyalgia rheumatica","SNOMED CT"
"1173","Rheumatic disease",4344158,"239887007","Systemic lupus erythematosus with organ/system involvement","SNOMED CT"
"1174","Rheumatic disease",4344161,"239901009","Dermatomyositis with malignant disease","SNOMED CT"
"1175","Rheumatic disease",4344166,"239920006","Adult onset Still's disease","SNOMED CT"
"1176","Cerebrovascular disease",4353709,"250845006","Intracerebral vascular finding","SNOMED CT"
"1177","Rheumatic disease",35609009,"1073741000119109","Rheumatoid arthritis of left shoulder","SNOMED CT"
"1178","Rheumatic disease",35609010,"1073821000119109","Rheumatoid arthritis of right shoulder","SNOMED CT"
"1179","Peripheral vascular disease",35611566,"12236991000119103","Bilateral lower limb pain at rest due to atherosclerosis","SNOMED CT"
"1180","Peripheral vascular disease",35615028,"15649941000119102","Bilateral atherosclerosis of lower limbs with gangrene","SNOMED CT"
"1181","Malignancy, except skin neoplasms",36684472,"148911000119107","Primary malignant neoplasm of abdomen","SNOMED CT"
"1182","Malignancy, except skin neoplasms",36684473,"226521000119108","Primary malignant neoplasm of nasopharynx","SNOMED CT"
"1183","Rheumatic disease",36685020,"1073751000119106","Rheumatoid arthritis of left wrist","SNOMED CT"
"1184","Rheumatic disease",36685022,"1073771000119102","Rheumatoid arthritis of right elbow","SNOMED CT"
"1185","Rheumatic disease",36685024,"1073831000119107","Rheumatoid arthritis of right wrist","SNOMED CT"
"1186","Dementia",36687122,"15928141000119107","Human immunodeficiency virus infection with cognitive impairment","SNOMED CT"
"1187","Peripheral vascular disease",36712805,"12237111000119107","Pain at rest of left lower limb due to atherosclerosis","SNOMED CT"
"1188","Peripheral vascular disease",36712806,"12237191000119103","Intermittent claudication of right lower limb co-occurrent and due to atherosclerosis","SNOMED CT"
"1189","Peripheral vascular disease",36712807,"12237231000119107","Pain at rest of right lower limb due to atherosclerosis","SNOMED CT"
"1190","Malignancy, except skin neoplasms",36712834,"12301000132103","Acute lymphoid leukemia relapse","SNOMED CT"
"1191","Peripheral vascular disease",36712963,"15649991000119105","Gangrene of left lower limb due to atherosclerosis","SNOMED CT"
"1192","Diabetes, without chronic complications",36714116,"719216001","Hypoglycemic coma due to type 2 diabetes mellitus","SNOMED CT"
"1193","Malignancy, except skin neoplasms",36715801,"721567004","Primary malignant neoplasm of placenta","SNOMED CT"
"1194","Malignancy, except skin neoplasms",36716501,"722529000","Primary malignant epithelial neoplasm of nasopharynx","SNOMED CT"
"1195","Peripheral vascular disease",36717006,"12236951000119108","Intermittent claudication of bilateral lower limbs co-occurrent and due to atherosclerosis","SNOMED CT"
"1196","Peripheral vascular disease",36717279,"15649901000119104","Gangrene of right lower limb due to atherosclerosis","SNOMED CT"
"1197","Peripheral vascular disease",36717286,"12237071000119100","Intermittent claudication of left lower limb co-occurrent and due to atherosclerosis","SNOMED CT"
"1198","Diabetes, with chronic complications",37016179,"138881000119106","Mild nonproliferative retinopathy due to type 1 diabetes mellitus","SNOMED CT"
"1199","Diabetes, with chronic complications",37016180,"138891000119109","Moderate nonproliferative retinopathy due to type 1 diabetes mellitus","SNOMED CT"
"1200","Diabetes, without chronic complications",37016348,"367991000119101","Hyperglycemia due to type 1 diabetes mellitus","SNOMED CT"
"1201","Diabetes, without chronic complications",37016349,"368051000119109","Hyperglycemia due to type 2 diabetes mellitus","SNOMED CT"
"1202","Diabetes, with chronic complications",37016767,"712882000","Autonomic neuropathy due to type 1 diabetes mellitus","SNOMED CT"
"1203","Diabetes, with chronic complications",37016768,"712883005","Autonomic neuropathy due to type 2 diabetes mellitus","SNOMED CT"
"1204","Peripheral vascular disease",37016882,"713029000","Dissection of thoracoabdominal aorta","SNOMED CT"
"1205","Peripheral vascular disease",37016889,"713036004","Dissection of renal artery","SNOMED CT"
"1206","Cerebrovascular disease",37016924,"713081000","Dissection of cerebral artery","SNOMED CT"
"1207","AIDS/HIV",37017244,"713484001","Disorder of respiratory system co-occurrent with human immunodeficiency virus infection","SNOMED CT"
"1208","AIDS/HIV",37017248,"713490002","Infection caused by Pneumocystis co-occurrent with human immunodeficiency virus infection","SNOMED CT"
"1209","AIDS/HIV",37017319,"713571008","Disorder of central nervous system co-occurrent with human immunodeficiency virus infection","SNOMED CT"
"1210","Dementia",37017319,"713571008","Disorder of central nervous system co-occurrent with human immunodeficiency virus infection","SNOMED CT"
"1211","AIDS/HIV",37017320,"713572001","Malignant neoplastic disease co-occurrent with human immunodeficiency virus infection","SNOMED CT"
"1212","Diabetes, with chronic complications",37017431,"713705003","Polyneuropathy due to type 1 diabetes mellitus","SNOMED CT"
"1213","Diabetes, with chronic complications",37017432,"713706002","Polyneuropathy due to type 2 diabetes mellitus","SNOMED CT"
"1214","AIDS/HIV",37017446,"713722001","Infection caused by Cytomegalovirus co-occurrent with human immunodeficiency virus infection","SNOMED CT"
"1215","AIDS/HIV",37017579,"713880000","Opportunistic mycosis co-occurrent with human immunodeficiency virus infection","SNOMED CT"
"1216","AIDS/HIV",37017595,"713897006","Burkitt lymphoma co-occurrent with human immunodeficiency virus infection","SNOMED CT"
"1217","Dementia",37018688,"288631000119104","Vascular dementia with behavioral disturbance","SNOMED CT"
"1218","Hemiplegia or paraplegia",37019108,"714279000","Human T-cell lymphotropic virus 1-associated myelopathy","SNOMED CT"
"1219","Rheumatic disease",37108590,"1073731000119100","Rheumatoid arthritis of left knee","SNOMED CT"
"1220","Rheumatic disease",37108591,"1073811000119102","Rheumatoid arthritis of right knee","SNOMED CT"
"1221","Dementia",37109056,"16276361000119109","Vascular dementia without behavioral disturbance","SNOMED CT"
"1222","Peripheral vascular disease",37109512,"720626009","Dissection of carotid artery","SNOMED CT"
"1223","Peripheral vascular disease",37110250,"724440007","Atherosclerosis of artery of lower limb","SNOMED CT"
"1224","Dementia",37111242,"725898002","Delirium co-occurrent with dementia","SNOMED CT"
"1225","Chronic pulmonary disease",37116845,"733858005","Acute severe refractory exacerbation of asthma","SNOMED CT"
"1226","Congestive heart failure",37309625,"16838951000119100","Acute on chronic right-sided congestive heart failure","SNOMED CT"
"1227","Myocardial infarction",37309626,"16837681000119104","Myocardial infarction due to demand ischemia","SNOMED CT"
"1228","Peripheral vascular disease",37312520,"792854004","Ischemic foot ulcer due to atherosclerosis of artery of lower limb","SNOMED CT"
"1229","Peripheral vascular disease",37312529,"792845002","Intermittent claudication due to atherosclerosis of artery of limb","SNOMED CT"
"1230","Peripheral vascular disease",37312531,"792843009","Gangrene of limb due to atherosclerosis of artery of limb","SNOMED CT"
"1231","Rheumatic disease",37395588,"311671000119100","Juvenile dermatomyositis co-occurrent with respiratory involvement","SNOMED CT"
"1232","Malignancy, except skin neoplasms",37395837,"715414009","Familial malignant neoplasm of pancreas","SNOMED CT"
"1233","Malignancy, except skin neoplasms",37396742,"716655008","Aggressive systemic mastocytosis","SNOMED CT"
"1234","Malignancy, except skin neoplasms",37396884,"716859000","Hereditary diffuse carcinoma of stomach","SNOMED CT"
"1235","Congestive heart failure",40479192,"441481004","Chronic systolic heart failure","SNOMED CT"
"1236","Cerebrovascular disease",40479575,"441529001","Dysphasia as late effect of cerebrovascular disease","SNOMED CT"
"1237","Congestive heart failure",40479576,"441530006","Chronic diastolic heart failure","SNOMED CT"
"1238","Malignancy, except skin neoplasms",40479608,"441559006","Mantle cell lymphoma of spleen","SNOMED CT"
"1239","Peripheral vascular disease",40479625,"441574008","Atherosclerosis of artery","SNOMED CT"
"1240","Cerebrovascular disease",40480002,"441630004","Aphasia as late effect of cerebrovascular disease","SNOMED CT"
"1241","Hemiplegia or paraplegia",40480066,"441688003","Incomplete tetraplegia due to spinal cord lesion at C1-C4 level","SNOMED CT"
"1242","Hemiplegia or paraplegia",40480416,"441705005","Complete tetraplegia due to lesion at C1-C4 level","SNOMED CT"
"1243","Hemiplegia or paraplegia",40480429,"441717007","Hemiplegia of nondominant side","SNOMED CT"
"1244","Hemiplegia or paraplegia",40480435,"441722007","Spastic hemiplegia of nondominant side","SNOMED CT"
"1245","Cerebrovascular disease",40480449,"441735003","Sensory disorder as a late effect of cerebrovascular disease","SNOMED CT"
"1246","Hemiplegia or paraplegia",40480514,"441794001","Incomplete tetraplegia due to lesion at C5-C7 level","SNOMED CT"
"1247","Congestive heart failure",40480602,"443253003","Acute on chronic systolic heart failure","SNOMED CT"
"1248","Congestive heart failure",40480603,"443254009","Acute systolic heart failure","SNOMED CT"
"1249","Cerebrovascular disease",40480938,"441887006","Monoplegia of lower limb as late effect of cerebrovascular disease","SNOMED CT"
"1250","Hemiplegia or paraplegia",40480944,"441892008","Spastic hemiplegia of dominant side","SNOMED CT"
"1251","Cerebrovascular disease",40480946,"441894009","Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident","SNOMED CT"
"1252","Congestive heart failure",40481042,"443343001","Acute diastolic heart failure","SNOMED CT"
"1253","Congestive heart failure",40481043,"443344007","Acute on chronic diastolic heart failure","SNOMED CT"
"1254","Hemiplegia or paraplegia",40481345,"441951003","Monoplegia of upper limb of dominant side","SNOMED CT"
"1255","Cerebrovascular disease",40481354,"441960006","Speech and language deficit as late effect of cerebrovascular accident","SNOMED CT"
"1256","Malignancy, except skin neoplasms",40481357,"441962003","Large cell lymphoma of intrapelvic lymph nodes","SNOMED CT"
"1257","Hemiplegia or paraplegia",40481376,"441980007","Complete tetraplegia due to lesion at C5-C7 level","SNOMED CT"
"1258","Malignancy, except skin neoplasms",40481522,"444910004","Primary mediastinal (thymic) large B-cell lymphoma","SNOMED CT"
"1259","Malignancy, except skin neoplasms",40481524,"444911000","Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL","SNOMED CT"
"1260","Moderate or severe liver disease",40481531,"444918006","Sequela of chronic liver disease","SNOMED CT"
"1261","Hemiplegia or paraplegia",40481757,"442020005","Flaccid hemiplegia of dominant side","SNOMED CT"
"1262","Cerebrovascular disease",40481762,"442024001","Hemiplegia as late effect of cerebrovascular disease","SNOMED CT"
"1263","Hemiplegia or paraplegia",40481820,"442077006","Flaccid hemiplegia of nondominant side","SNOMED CT"
"1264","Cerebrovascular disease",40481842,"442097001","Monoplegia of upper limb as late effect of cerebrovascular disease","SNOMED CT"
"1265","Malignancy, except skin neoplasms",40481901,"443487006","Mantle cell lymphoma","SNOMED CT"
"1266","Malignancy, except skin neoplasms",40481902,"443488001","Malignant neoplasm of anorectum","SNOMED CT"
"1267","Hemiplegia or paraplegia",40482237,"442155009","Hemiplegia of dominant side","SNOMED CT"
"1268","Cerebrovascular disease",40482266,"442181008","Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident","SNOMED CT"
"1269","Cerebrovascular disease",40482301,"442212003","Residual cognitive deficit as late effect of cerebrovascular accident","SNOMED CT"
"1270","Congestive heart failure",40482727,"442304009","Combined systolic and diastolic dysfunction","SNOMED CT"
"1271","Malignancy, except skin neoplasms",40482784,"443679004","Malignant neoplasm of skeletal system","SNOMED CT"
"1272","Malignancy, except skin neoplasms",40482847,"445227008","Juvenile myelomonocytic leukemia","SNOMED CT"
"1273","Malignancy, except skin neoplasms",40482893,"445269007","Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue (MALT-lymphoma)","SNOMED CT"
"1274","Dementia",40483103,"442344002","Dementia due to Huntington chorea","SNOMED CT"
"1275","Chronic pulmonary disease",40483342,"445378003","Acute exacerbation of bronchiectasis","SNOMED CT"
"1276","Peripheral vascular disease",40483538,"442439008","Atherosclerosis of bypass graft of limb","SNOMED CT"
"1277","Malignancy, except skin neoplasms",40483761,"445448008","Acute myeloid leukemia with myelodysplasia-related changes","SNOMED CT"
"1278","AIDS/HIV",40484012,"442537007","Non-Hodgkin lymphoma associated with Human immunodeficiency virus infection","SNOMED CT"
"1279","Cerebrovascular disease",40484513,"442668000","Hemiplegia of nondominant side as late effect of cerebrovascular disease","SNOMED CT"
"1280","Cerebrovascular disease",40484522,"442676003","Hemiplegia of dominant side as late effect of cerebrovascular disease","SNOMED CT"
"1281","Peripheral vascular disease",40484541,"442693003","Atherosclerosis of autologous vein bypass graft of limb","SNOMED CT"
"1282","Peripheral vascular disease",40484551,"442701004","Atherosclerosis of nonautologous biological bypass graft of limb","SNOMED CT"
"1283","Rheumatic disease",40485046,"444133002","Progressive systemic sclerosis","SNOMED CT"
"1284","Malignancy, except skin neoplasms",40486171,"449220000","Diffuse follicle center lymphoma","SNOMED CT"
"1285","Malignancy, except skin neoplasms",40486465,"446124001","Gastrointestinal stromal tumor of esophagus","SNOMED CT"
"1286","Malignancy, except skin neoplasms",40486896,"446189008","Primary malignant neoplasm of extrahepatic bile duct","SNOMED CT"
"1287","Malignancy, except skin neoplasms",40487528,"447989004","Non-Hodgkin's lymphoma of extranodal site","SNOMED CT"
"1288","Malignancy, except skin neoplasms",40488896,"448212009","Anaplastic large cell lymphoma, ALK negative","SNOMED CT"
"1289","Malignancy, except skin neoplasms",40490328,"446925001","Gastrointestinal stromal tumor of large intestine","SNOMED CT"
"1290","Malignancy, except skin neoplasms",40490918,"447100004","Marginal zone lymphoma","SNOMED CT"
"1291","Malignancy, except skin neoplasms",40490929,"447109003","Primary malignant neoplasm of intrahepatic bile duct","SNOMED CT"
"1292","Malignancy, except skin neoplasms",40491001,"448675008","Malignant neoplasm of digestive system","SNOMED CT"
"1293","Malignancy, except skin neoplasms",40492266,"445736006","Gastrointestinal stromal tumor of stomach","SNOMED CT"
"1294","Malignancy, except skin neoplasms",40492267,"445737002","Gastrointestinal stromal tumor of small intestine","SNOMED CT"
"1295","Malignancy, except skin neoplasms",40492268,"445738007","Myelodysplastic/myeloproliferative disease","SNOMED CT"
"1296","Chronic pulmonary disease",40493243,"445928005","Eisenmenger's syndrome","SNOMED CT"
"1297","Malignancy, except skin neoplasms",40649300,"93675008","Primary malignant neoplasm of anterior wall of urinary bladder","SNOMED CT"
"1298","Malignancy, except skin neoplasms",40650072,"93863000","Primary malignant neoplasm of lateral wall of urinary bladder","SNOMED CT"
"1299","Malignancy, except skin neoplasms",40650479,"93972009","Primary malignant neoplasm of posterior wall of urinary bladder","SNOMED CT"
"1300","Rheumatic disease",42534834,"1073711000119105","Rheumatoid arthritis of left hand","SNOMED CT"
"1301","Rheumatic disease",42534835,"1073721000119103","Rheumatoid arthritis of left hip","SNOMED CT"
"1302","Rheumatic disease",42534836,"1073791000119101","Rheumatoid arthritis of right hand","SNOMED CT"
"1303","Rheumatic disease",42534837,"1073801000119100","Rheumatoid arthritis of right hip","SNOMED CT"
"1304","Cerebrovascular disease",42535424,"291521000119105","Spontaneous hemorrhage of cortical intracerebral hemisphere","SNOMED CT"
"1305","Cerebrovascular disease",42535425,"291531000119108","Spontaneous hemorrhage of cerebral hemisphere","SNOMED CT"
"1306","Cerebrovascular disease",42535426,"291581000119109","Acute nontraumatic subdural hemorrhage","SNOMED CT"
"1307","Mild liver disease",42537742,"737297006","Transplanted liver present","SNOMED CT"
"1308","Cerebrovascular disease",42538062,"738779002","Spontaneous intracranial hemorrhage","SNOMED CT"
"1309","Diabetes, with chronic complications",42538169,"739681000","Disorder of eye due to type 1 diabetes mellitus","SNOMED CT"
"1310","Chronic pulmonary disease",42539089,"737180005","Chronic bronchiolitis","SNOMED CT"
"1311","Cerebrovascular disease",42539269,"291541000119104","Spontaneous hemorrhage of brain stem","SNOMED CT"
"1312","Renal disease",42539502,"737295003","Transplanted kidney present","SNOMED CT"
"1313","Malignancy, except skin neoplasms",42709931,"449803009","Primary malignant neoplasm of dome of urinary bladder","SNOMED CT"
"1314","Cerebrovascular disease",42872891,"450886002","Posterior reversible encephalopathy syndrome","SNOMED CT"
"1315","Renal disease",43020455,"285841000119104","Malignant hypertensive end stage renal disease","SNOMED CT"
"1316","Myocardial infarction",43020460,"285981000119103","Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery","SNOMED CT"
"1317","Cerebrovascular disease",43022059,"473449006","Disease of non-coronary systemic artery","SNOMED CT"
"1318","Cerebrovascular disease",43530623,"1131000119105","Sequela of cerebrovascular accident","SNOMED CT"
"1319","Diabetes, with chronic complications",43530656,"1551000119108","Nonproliferative retinopathy due to type 2 diabetes mellitus","SNOMED CT"
"1320","Dementia",43530666,"1591000119103","Dementia with behavioral disturbance","SNOMED CT"
"1321","Cerebrovascular disease",43530674,"142851000119103","Spontaneous cerebellar hemorrhage","SNOMED CT"
"1322","Cerebrovascular disease",43530679,"145741000119101","Apraxia as late effect of cerebrovascular disease","SNOMED CT"
"1323","Diabetes, with chronic complications",43530685,"1501000119109","Proliferative retinopathy due to type 2 diabetes mellitus","SNOMED CT"
"1324","Cerebrovascular disease",43530687,"133981000119106","Dysarthria as late effects of cerebrovascular disease","SNOMED CT"
"1325","Cerebrovascular disease",43530688,"133991000119109","Fluency disorder as sequela of cerebrovascular disease","SNOMED CT"
"1326","Chronic pulmonary disease",43530693,"1751000119100","Acute exacerbation of chronic obstructive pulmonary disease with asthma","SNOMED CT"
"1327","Hemiplegia or paraplegia",43530718,"290401000119108","Complete paraplegia","SNOMED CT"
"1328","Hemiplegia or paraplegia",43530719,"290411000119106","Incomplete paraplegia","SNOMED CT"
"1329","Cerebrovascular disease",43530727,"291571000119106","Spontaneous cerebral hemorrhage","SNOMED CT"
"1330","Cerebrovascular disease",43530742,"361000119103","Paralytic syndrome on one side of the body as late effect of cerebrovascular accident","SNOMED CT"
"1331","Cerebrovascular disease",43530744,"40161000119102","Weakness of face muscles as sequela of stroke","SNOMED CT"
"1332","Cerebrovascular disease",43530851,"609382000","Chronic non-traumatic intracranial subdural hemorrhage","SNOMED CT"
"1333","Diabetes, with chronic complications",43531578,"771000119108","Chronic kidney disease due to type 2 diabetes mellitus","SNOMED CT"
"1334","Cerebrovascular disease",43531583,"87551000119101","Visual disturbance as sequela of cerebrovascular disease","SNOMED CT"
"1335","Diabetes, without chronic complications",43531616,"1531000119102","Dermopathy due to type 2 diabetes mellitus","SNOMED CT"
"1336","Cerebrovascular disease",43531621,"26021000119107","Vertigo as sequela of cerebrovascular disease","SNOMED CT"
"1337","Cerebrovascular disease",43531622,"29941000119105","Ataxia as sequela of cerebrovascular disease","SNOMED CT"
"1338","Hemiplegia or paraplegia",43531639,"609557004","Paralytic syndrome on one side of the body","SNOMED CT"
